AAPL,dt_date,Mkt-RF,SMB,HML,RF,Mom,_merge,AAPL_FF_merge_indicator,AAPL_RF
0.10598241222828575,2003-07,2.33,4.93,-1.53,0.07,-0.3,both,both,10.528241222828575
0.07257985981596637,2003-08,2.33,2.44,1.64,0.07,-0.53,both,both,7.187985981596637
-0.08359162245017648,2003-09,-1.24,0.85,0.14,0.08,-0.07,both,both,-8.439162245017648
0.10472976479175822,2003-10,6.08,2.59,2.21,0.07,4.01,both,both,10.402976479175821
-0.08650027304878849,2003-11,1.35,2.06,1.72,0.07,1.36,both,both,-8.72002730487885
0.021998349409624085,2003-12,4.29,-2.68,1.51,0.08,-5.54,both,both,2.1198349409624084
0.05568552678692629,2004-01,2.15,2.54,2.42,0.07,2.57,both,both,5.498552678692628
0.06028441779591742,2004-02,1.4,-1.57,0.95,0.06,-1.17,both,both,5.968441779591743
0.1304338090596857,2004-03,-1.32,1.73,0.23,0.09,0.19,both,both,12.953380905968572
-0.046597387774638066,2004-04,-1.81,-1.73,-3.23,0.08,-5.34,both,both,-4.739738777463806
0.08844002714023835,2004-05,1.18,-0.23,-0.18,0.06,1.49,both,both,8.784002714023835
0.15965800039850575,2004-06,1.85,2.25,1.21,0.08,2.08,both,both,15.885800039850574
-0.006145147066706214,2004-07,-4.04,-3.76,3.22,0.1,-2.24,both,both,-0.7145147066706213
0.06648128975440804,2004-08,0.07,-1.52,1.08,0.11,-1.55,both,both,6.538128975440803
0.12351278961100864,2004-09,1.6,3.01,-0.05,0.11,5.48,both,both,12.241278961100864
0.3522585080713121,2004-10,1.42,0.13,-0.26,0.11,-1.43,both,both,35.11585080713121
0.2795797515872436,2004-11,4.53,3.74,1.57,0.15,3.08,both,both,27.80797515872436
-0.03952206504656253,2004-12,3.42,-0.03,-0.23,0.16,-2.85,both,both,-4.112206504656252
0.19409912510627225,2005-01,-2.75,-1.66,2.06,0.16,2.96,both,both,19.249912510627226
0.1667107523952842,2005-02,1.88,-0.57,1.41,0.16,3.43,both,both,16.51107523952842
-0.07111063609411516,2005-03,-1.94,-1.41,2.07,0.21,0.43,both,both,-7.3210636094115165
-0.13462934820689476,2005-04,-2.61,-3.93,0.05,0.21,-0.68,both,both,-13.672934820689477
0.10260687129835344,2005-05,3.65,2.86,-0.58,0.24,0.37,both,both,10.020687129835343
-0.07419499613046077,2005-06,0.58,2.56,2.8,0.23,2.07,both,both,-7.649499613046077
0.15865245589895105,2005-07,3.92,2.87,-0.78,0.24,0.03,both,both,15.625245589895105
0.09941400288568158,2005-08,-1.2,-1.07,1.34,0.3,2.07,both,both,9.641400288568157
0.14331409714784638,2005-09,0.48,-0.62,0.78,0.29,3.46,both,both,14.041409714784638
0.0742398063935299,2005-10,-2.04,-1.3,0.43,0.27,-1.19,both,both,7.153980639352989
0.17763490485937328,2005-11,3.61,1.05,-1.19,0.31,0.34,both,both,17.45349048593733
0.0600120112333451,2005-12,-0.24,-0.44,0.15,0.32,0.78,both,both,5.681201123334509
0.05035448295696643,2006-01,3.03,5.46,0.99,0.35,2.52,both,both,4.685448295696643
-0.09296749624640266,2006-02,-0.3,-0.41,-0.31,0.34,-1.78,both,both,-9.636749624640267
-0.08424593600852326,2006-03,1.47,3.39,0.61,0.37,1.26,both,both,-8.794593600852325
0.12228925982001049,2006-04,0.73,-1.38,2.26,0.36,0.6,both,both,11.868925982001048
-0.1508736602102252,2006-05,-3.56,-3.01,2.38,0.43,-3.66,both,both,-15.517366021022518
-0.041827242783893714,2006-06,-0.35,-0.35,0.85,0.4,1.55,both,both,-4.582724278389372
0.18665972438646983,2006-07,-0.77,-3.95,2.62,0.4,-2.04,both,both,18.265972438646983
-0.0016186685501912157,2006-08,2.03,0.99,-1.95,0.42,-3.36,both,both,-0.5818668550191215
0.13456179254047984,2006-09,1.84,-1.3,0.06,0.41,-0.98,both,both,13.046179254047985
0.053259973952653805,2006-10,3.22,1.77,-0.33,0.41,-0.25,both,both,4.91599739526538
0.13048901801024915,2006-11,1.7,0.63,0.04,0.42,-1.04,both,both,12.628901801024915
-0.07440520282489616,2006-12,0.85,-1.16,2.74,0.4,0.79,both,both,-7.840520282489615
0.010490251649257987,2007-01,1.38,0.09,-0.68,0.44,0.17,both,both,0.6090251649257987
-0.013064431139326649,2007-02,-1.96,1.23,-0.08,0.38,-1.29,both,both,-1.6864431139326648
0.09809699924271564,2007-03,0.71,0.09,-0.88,0.43,2.58,both,both,9.379699924271565
0.07415818640368532,2007-04,3.49,-2.21,-1.44,0.44,-0.16,both,both,6.975818640368532
0.21432866017733376,2007-05,3.23,0.16,-0.59,0.41,-0.33,both,both,21.022866017733374
0.007013743714844756,2007-06,-1.96,0.73,-1.05,0.4,0.52,both,both,0.30137437148447555
0.0796460436879296,2007-07,-3.72,-2.66,-3.68,0.4,2.84,both,both,7.56460436879296
0.05100141378267953,2007-08,0.94,-0.11,-1.87,0.42,-0.03,both,both,4.680141378267953
0.10824690150389027,2007-09,3.22,-2.25,-2.17,0.32,4.43,both,both,10.504690150389028
0.23770119175307114,2007-10,1.79,0.19,-2.87,0.32,5.03,both,both,23.450119175307115
-0.04069469111557111,2007-11,-4.8,-2.81,-1.09,0.34,1.12,both,both,-4.409469111557112
0.08703735448485728,2007-12,-0.87,0.11,-0.51,0.27,6.56,both,both,8.433735448485727
-0.3166393130647285,2008-01,-6.33,-1.02,4.0,0.21,-7.74,both,both,-31.873931306472848
-0.0763892231261567,2008-02,-3.09,-0.48,-0.72,0.13,6.13,both,both,-7.76892231261567
0.1478160669552131,2008-03,-0.94,0.71,0.31,0.17,4.25,both,both,14.61160669552131
0.2121950456031576,2008-04,4.61,-1.69,-0.96,0.18,-0.33,both,both,21.039504560315763
0.08508208925839011,2008-05,1.87,2.97,-1.5,0.18,3.39,both,both,8.32820892583901
-0.11290053481297158,2008-06,-8.43,1.15,-2.51,0.17,12.71,both,both,-11.460053481297157
-0.050705016419259175,2008-07,-0.75,2.6,5.2,0.15,-5.02,both,both,-5.220501641925917
0.06656199082389436,2008-08,1.53,3.4,1.52,0.13,-4.48,both,both,6.526199082389436
-0.329558220147275,2008-09,-9.35,-1.07,5.66,0.15,0.86,both,both,-33.105822014727494
-0.05340490902009776,2008-10,-17.2,-2.31,-1.89,0.08,7.87,both,both,-5.420490902009776
-0.13867470980985375,2008-11,-7.74,-3.01,-6.21,0.03,7.28,both,both,-13.897470980985373
-0.07898992426958773,2008-12,1.77,3.52,0.05,0.0,-5.09,both,both,-7.898992426958773
0.05600501213187492,2009-01,-8.09,0.04,-11.02,0.0,-2.36,both,both,5.600501213187492
-0.009098163136003201,2009-02,-10.14,0.14,-6.6,0.01,4.36,both,both,-0.9198163136003201
0.1770236346725096,2009-03,9.01,-0.1,3.48,0.02,-11.83,both,both,17.68236346725096
0.19701342952070067,2009-04,10.17,5.4,5.38,0.01,-34.34,both,both,19.691342952070066
0.07931311104334315,2009-05,5.21,-2.41,0.41,0.0,-12.53,both,both,7.931311104334315
0.048744345994357285,2009-06,0.42,2.58,-2.76,0.01,5.45,both,both,4.864434599435729
0.14716017692968997,2009-07,7.74,1.75,4.89,0.01,-5.54,both,both,14.706017692968997
0.029499537069669124,2009-08,3.33,-1.12,7.6,0.01,-9.1,both,both,2.9399537069669126
0.10189710791799378,2009-09,4.08,2.43,1.15,0.01,-4.87,both,both,10.179710791799378
0.016994589689084405,2009-10,-2.53,-4.26,-4.17,0.0,2.49,both,both,1.6994589689084405
0.0605305992141536,2009-11,5.63,-2.5,-0.33,0.0,0.39,both,both,6.05305992141536
0.05412425657422992,2009-12,2.8,6.01,-0.11,0.01,3.0,both,both,5.4024256574229925
-0.08859660487672727,2010-01,-3.35,0.43,0.33,0.0,-5.33,both,both,-8.859660487672727
0.06539647727255771,2010-02,3.39,1.18,3.18,0.0,3.69,both,both,6.539647727255771
0.1484700414631286,2010-03,6.3,1.46,2.19,0.01,3.57,both,both,14.837004146312859
0.11102129193475152,2010-04,1.99,4.84,2.96,0.01,3.16,both,both,11.092129193475152
-0.016124879705370132,2010-05,-7.9,0.13,-2.48,0.01,-0.2,both,both,-1.6224879705370132
-0.02082688569387059,2010-06,-5.56,-1.79,-4.73,0.01,-2.7,both,both,-2.0926885693870587
0.022740850799900736,2010-07,6.92,0.22,-0.5,0.01,1.78,both,both,2.264085079990074
-0.0550047551286752,2010-08,-4.78,-3.01,-1.73,0.01,0.04,both,both,-5.51047551286752
0.16721566954150568,2010-09,9.55,3.82,-3.02,0.01,1.38,both,both,16.711566954150566
0.060722298056966384,2010-10,3.87,1.08,-2.46,0.01,1.46,both,both,6.062229805696639
0.03378919697892657,2010-11,0.59,3.67,-0.9,0.01,2.73,both,both,3.3689196978926574
0.03667073040750135,2010-12,6.82,0.72,3.56,0.01,-3.0,both,both,3.6570730407501353
0.051959299639971146,2011-01,1.98,-2.29,0.61,0.01,-0.3,both,both,5.185929963997115
0.040934888476412246,2011-02,3.48,1.5,1.18,0.01,1.88,both,both,4.083488847641225
-0.013306621237342942,2011-03,0.45,2.49,-1.84,0.01,3.45,both,both,-1.3406621237342942
0.004648258891109203,2011-04,2.9,-0.42,-2.44,0.0,0.05,both,both,0.46482588911092027
-0.0065688967583615865,2011-05,-1.27,-0.73,-1.85,0.0,-0.6,both,both,-0.6568896758361586
-0.03495967983836212,2011-06,-1.74,-0.27,-0.2,0.0,1.82,both,both,-3.4959679838362123
0.16328552730370527,2011-07,-2.35,-1.17,-0.91,0.0,0.2,both,both,16.328552730370525
-0.014469200092257495,2011-08,-5.96,-2.96,-2.43,0.01,-0.27,both,both,-1.4569200092257495
-0.009121454823367459,2011-09,-7.58,-3.12,-1.53,0.0,-2.4,both,both,-0.9121454823367459
0.06152336929260338,2011-10,11.33,3.05,0.06,0.0,-1.4,both,both,6.152336929260338
-0.05578358664145,2011-11,-0.27,-0.18,-0.52,0.0,3.88,both,both,-5.578358664145
0.059654794649802945,2011-12,0.75,-0.56,1.54,0.0,1.83,both,both,5.9654794649802945
0.12711111460715707,2012-01,5.05,2.01,-0.93,0.0,-8.01,both,both,12.711111460715706
0.18831046200251111,2012-02,4.42,-1.84,0.42,0.0,-0.26,both,both,18.831046200251112
0.10528376299322084,2012-03,3.12,-0.63,1.19,0.0,1.31,both,both,10.528376299322083
-0.025969708843186945,2012-04,-0.85,-0.37,-0.77,0.0,3.72,both,both,-2.5969708843186945
-0.010701833267342642,2012-05,-6.17,0.12,-0.95,0.01,6.44,both,both,-1.0801833267342642
0.01085234145536651,2012-06,3.89,0.72,0.55,0.0,-1.1,both,both,1.085234145536651
0.04582230769012563,2012-07,0.79,-2.76,-0.06,0.0,3.0,both,both,4.582230769012563
0.09387601387476208,2012-08,2.54,0.5,1.23,0.01,-2.35,both,both,9.377601387476208
0.0027962098957983184,2012-09,2.73,0.45,1.62,0.01,-1.13,both,both,0.2696209895798318
-0.107600118003504,2012-10,-1.76,-1.09,3.52,0.01,0.05,both,both,-10.7700118003504
-0.012374123904077439,2012-11,0.78,0.6,-0.86,0.01,0.53,both,both,-1.2474123904077439
-0.09074294679641148,2012-12,1.18,1.5,3.48,0.01,-2.93,both,both,-9.084294679641149
-0.14408933186352002,2013-01,5.57,0.29,1.01,0.0,-1.82,both,both,-14.408933186352002
-0.025285959283740556,2013-02,1.28,-0.3,0.21,0.0,1.23,both,both,-2.5285959283740556
0.002854294628412468,2013-03,4.04,0.83,-0.22,0.0,1.92,both,both,0.2854294628412468
0.00027148941946575356,2013-04,1.56,-2.37,0.44,0.0,0.22,both,both,0.027148941946575356
0.02241902462629808,2013-05,2.8,1.7,2.67,0.0,-2.01,both,both,2.241902462629808
-0.11829297867083255,2013-06,-1.2,1.31,-0.05,0.0,0.43,both,both,-11.829297867083255
0.1412248101182989,2013-07,5.65,1.81,0.58,0.0,1.74,both,both,14.12248101182989
0.08376685076986257,2013-08,-2.71,0.32,-2.73,0.0,0.04,both,both,8.376685076986256
-0.021489405851244037,2013-09,3.77,2.89,-1.18,0.0,3.02,both,both,-2.1489405851244037
0.09638181745985386,2013-10,4.17,-1.56,1.22,0.0,0.02,both,both,9.638181745985385
0.07005324365182797,2013-11,3.11,1.31,0.19,0.0,0.39,both,both,7.005324365182797
0.008901633663103148,2013-12,2.81,-0.44,0.0,0.0,0.02,both,both,0.8901633663103148
-0.10769720954713058,2014-01,-3.32,0.93,-1.99,0.0,1.61,both,both,-10.769720954713058
0.057511628684011384,2014-02,4.66,0.36,-0.35,0.0,2.13,both,both,5.751162868401138
0.019952805920428363,2014-03,0.43,-1.86,4.9,0.0,-3.27,both,both,1.9952805920428363
0.099395720134972,2014-04,-0.18,-4.18,1.22,0.0,-3.82,both,both,9.9395720134972
0.0787096105974967,2014-05,2.05,-1.85,-0.1,0.0,0.89,both,both,7.87096105974967
0.027662073237854967,2014-06,2.6,3.05,-0.71,0.0,0.65,both,both,2.7662073237854967
0.028731164289301336,2014-07,-2.03,-4.18,-0.08,0.0,-0.17,both,both,2.8731164289301336
0.0775087259677556,2014-08,4.24,0.41,-0.57,0.0,0.83,both,both,7.75087259677556
-0.017072899641288886,2014-09,-1.96,-3.59,-1.47,0.0,0.6,both,both,-1.7072899641288886
0.0719605101279237,2014-10,2.51,4.05,-1.63,0.0,-0.21,both,both,7.1960510127923705
0.10597835758085838,2014-11,2.56,-2.05,-3.13,0.0,0.69,both,both,10.59783575808584
-0.07189102652607149,2014-12,-0.05,2.53,2.12,0.0,1.03,both,both,-7.189102652607149
0.06142401977493317,2015-01,-3.1,-0.59,-3.45,0.0,3.74,both,both,6.142401977493317
0.10077687452845496,2015-02,6.13,0.61,-1.79,0.0,-3.1,both,both,10.077687452845495
-0.03137152184727343,2015-03,-1.11,3.05,-0.38,0.0,2.7,both,both,-3.137152184727343
0.005786089400932504,2015-04,0.59,-2.99,1.8,0.0,-7.27,both,both,0.5786089400932504
0.045339273103518485,2015-05,1.37,0.95,-1.11,0.0,5.68,both,both,4.5339273103518485
-0.03722765431139463,2015-06,-1.52,2.94,-0.82,0.0,3.01,both,both,-3.722765431139463
-0.0329269943617605,2015-07,1.57,-4.17,-4.16,0.0,9.97,both,both,-3.2926994361760498
-0.06619587870336352,2015-08,-6.02,0.37,2.75,0.0,-2.16,both,both,-6.6195878703363515
-0.02181618714422484,2015-09,-3.06,-2.63,0.55,0.0,5.24,both,both,-2.181618714422484
0.0834089179508335,2015-10,7.75,-1.9,-0.47,0.0,-3.19,both,both,8.34089179508335
-0.005804465151805771,2015-11,0.57,3.58,-0.43,0.0,2.29,both,both,-0.5804465151805771
-0.11022813739151949,2015-12,-2.15,-2.8,-2.57,0.01,3.34,both,both,-11.03281373915195
-0.0752424761147138,2016-01,-5.74,-3.4,2.08,0.01,1.6,both,both,-7.534247611471379
-0.0012875605611876173,2016-02,-0.06,0.73,-0.61,0.02,-4.35,both,both,-0.14875605611876172
0.12721052976170077,2016-03,6.95,0.75,1.22,0.02,-5.04,both,both,12.701052976170079
-0.13992094922799625,2016-04,0.92,0.77,3.22,0.01,-5.98,both,both,-14.002094922799625
0.07177308211997735,2016-05,1.78,-0.18,-1.62,0.01,1.47,both,both,7.167308211997735
-0.04265972541107499,2016-06,-0.03,0.6,-1.49,0.02,4.2,both,both,-4.2859725411074985
0.0900627778151224,2016-07,3.94,2.45,-1.24,0.02,-3.31,both,both,8.98627778151224
0.02365162098779061,2016-08,0.49,1.17,3.17,0.02,-3.41,both,both,2.345162098779061
0.06550458665156578,2016-09,0.27,2.08,-1.19,0.02,0.26,both,both,6.530458665156578
0.0043344926232467,2016-10,-2.01,-4.39,4.11,0.02,0.51,both,both,0.41344926232466994
-0.021601168158363437,2016-11,4.86,5.6,8.29,0.01,-4.77,both,both,-2.1701168158363435
0.04795517845022479,2016-12,1.81,0.14,3.47,0.03,-0.27,both,both,4.765517845022479
0.0477463526554851,2017-01,1.94,-1.16,-2.76,0.04,-0.93,both,both,4.73463526554851
0.13377842974048537,2017-02,3.55,-2.15,-1.5,0.04,-1.51,both,both,13.337842974048538
0.048689656311108775,2017-03,0.17,1.13,-3.33,0.03,-0.97,both,both,4.838965631110877
-7.01031700308663e-05,2017-04,1.08,0.66,-2.05,0.05,0.48,both,both,-0.05701031700308663
0.06780739033457772,2017-05,1.07,-2.52,-3.82,0.06,1.5,both,both,6.720739033457773
-0.057213707317740004,2017-06,0.79,2.21,1.5,0.06,-0.1,both,both,-5.7813707317739995
0.032703410215691564,2017-07,1.88,-1.45,-0.23,0.07,1.63,both,both,3.2003410215691566
0.10699990094771805,2017-08,0.18,-1.67,-2.13,0.09,3.31,both,both,10.609990094771806
-0.060244247335129564,2017-09,2.49,4.45,3.15,0.09,-1.35,both,both,-6.114424733512957
0.09680791068819183,2017-10,2.26,-1.93,0.13,0.09,4.21,both,both,9.590791068819183
0.02027776588226704,2017-11,3.12,-0.6,-0.09,0.08,-0.94,both,both,1.947776588226704
-0.01524578544454247,2017-12,1.06,-1.32,0.05,0.09,-1.55,both,both,-1.614578544454247
-0.01063644516446327,2018-01,5.58,-3.16,-1.32,0.11,4.08,both,both,-1.1736445164463272
0.06818496151825193,2018-02,-3.64,0.27,-1.1,0.11,3.68,both,both,6.708496151825193
-0.05805072794833055,2018-03,-2.35,4.05,-0.21,0.12,-1.2,both,both,-5.9250727948330555
-0.015019716823252982,2018-04,0.27,1.09,0.53,0.14,0.45,both,both,-1.6419716823252983
0.13512418675913618,2018-05,2.66,5.24,-3.14,0.14,3.91,both,both,13.372418675913618
-0.009418500371380478,2018-06,0.49,1.11,-2.33,0.14,-2.26,both,both,-1.081850037138048
0.027983544997525645,2018-07,3.2,-2.23,0.49,0.16,-1.43,both,both,2.6383544997525643
0.2004222981308752,2018-08,3.45,1.14,-3.91,0.16,5.3,both,both,19.88222981308752
-0.008303321023637955,2018-09,0.06,-2.29,-1.62,0.15,-0.08,both,both,-0.9803321023637955
-0.03047746169858845,2018-10,-7.65,-4.7,3.38,0.19,-2.06,both,both,-3.237746169858845
-0.1811974893677626,2018-11,1.71,-0.73,0.36,0.18,-1.4,both,both,-18.299748936776258
-0.11669849696700585,2018-12,-9.55,-2.31,-1.92,0.19,1.76,both,both,-11.859849696700584
0.05515419170328073,2019-01,8.37,2.76,-0.39,0.21,-8.62,both,both,5.305419170328073
0.04477632701509693,2019-02,3.42,2.05,-2.66,0.18,0.5,both,both,4.297632701509693
0.09702571942951566,2019-03,1.1,-3.03,-4.14,0.19,2.24,both,both,9.512571942951565
0.05643595448269645,2019-04,3.97,-1.74,2.13,0.21,-2.91,both,both,5.433595448269645
-0.12421289294322868,2019-05,-6.92,-1.26,-2.45,0.21,7.55,both,both,-12.631289294322869
0.1305192214970543,2019-06,6.99,0.11,-0.64,0.18,-2.24,both,both,12.87192214970543
0.07639457956217943,2019-07,1.23,-1.96,0.5,0.19,2.92,both,both,7.449457956217943
-0.016461177361829504,2019-08,-2.55,-2.39,-4.77,0.16,7.51,both,both,-1.8061177361829504
0.07296163503937625,2019-09,1.41,-0.97,6.76,0.18,-6.74,both,both,7.116163503937625
0.11068404554368771,2019-10,2.07,0.27,-1.92,0.15,0.13,both,both,10.918404554368772
0.07755418762391941,2019-11,3.87,0.72,-2.0,0.12,-2.63,both,both,7.635418762391941
0.09878404698664633,2019-12,2.77,0.76,1.73,0.14,-2.22,both,both,9.738404698664633
0.054009994766680336,2020-01,-0.11,-3.1,-6.22,0.13,6.02,both,both,5.270999476668034
-0.1147015576308682,2020-02,-8.15,1.08,-3.82,0.12,-0.28,both,both,-11.59015576308682
-0.06976138017577771,2020-03,-13.37,-4.69,-13.83,0.12,8.21,both,both,-7.096138017577771
0.15537366371567463,2020-04,13.6,2.5,-1.34,0.0,-5.48,both,both,15.537366371567462
0.08509394595380737,2020-05,5.57,2.4,-5.0,0.01,0.16,both,both,8.499394595380737
0.14738631337036878,2020-06,2.45,2.67,-2.17,0.01,-0.83,both,both,14.728631337036878
0.16513187180057876,2020-07,5.83,-2.35,-1.44,0.01,7.71,both,both,16.503187180057875
0.21656936616211597,2020-08,7.62,-0.2,-3.02,0.01,0.46,both,both,21.646936616211594
-0.10252650301602861,2020-09,-3.64,0.06,-2.72,0.01,3.19,both,both,-10.26265030160286
-0.060011968489091294,2020-10,-2.08,4.34,4.25,0.01,-3.14,both,both,-6.01119684890913
0.09549332384012299,2020-11,12.45,5.81,2.09,0.01,-12.55,both,both,9.5393323840123
0.11457349013807883,2020-12,4.63,5.01,-1.68,0.01,-2.37,both,both,11.447349013807882
-0.005501209255315276,2021-01,-0.07,7.14,3.22,0.0,4.31,both,both,-0.5501209255315276
-0.07971222667133016,2021-02,2.81,2.02,7.2,0.0,-7.96,both,both,-7.9712226671330155
0.007339537688330511,2021-03,3.17,-2.33,7.35,0.0,-6.16,both,both,0.7339537688330511
0.07621779248290794,2021-04,4.95,-3.19,-1.02,0.0,1.23,both,both,7.621779248290794
-0.05049703582028775,2021-05,0.3,-0.2,7.04,0.0,0.56,both,both,-5.049703582028775
0.0991092746537987,2021-06,2.74,1.7,-7.86,0.0,2.07,both,both,9.91092746537987
0.06498270868305633,2021-07,1.34,-3.93,-1.79,0.0,-2.18,both,both,6.498270868305633
0.04248897398348417,2021-08,2.94,-0.32,-0.23,0.0,2.63,both,both,4.248897398348417
-0.06803672692697149,2021-09,-4.4,0.66,5.12,0.0,1.39,both,both,-6.803672692697149
0.05865730111683165,2021-10,6.63,-2.26,-0.53,0.0,3.32,both,both,5.865730111683165
0.10508159530672811,2021-11,-1.58,-1.31,-0.37,0.0,0.96,both,both,10.508159530672811
0.07422877450974386,2021-12,3.23,-1.63,3.25,0.01,-2.39,both,both,7.412877450974386
-0.01571207272507369,2022-01,-6.16,-5.93,12.86,0.0,-2.42,both,both,-1.571207272507369
-0.054066143321961246,2022-02,-2.28,2.16,3.06,0.0,1.64,both,both,-5.406614332196124
0.05747375359242235,2022-03,3.08,-1.55,-1.9,0.0,2.92,both,both,5.747375359242235
-0.09713076447182944,2022-04,-9.41,-1.35,6.18,0.0,5.0,both,both,-9.713076447182944
-0.054496082540973934,2022-05,-0.34,-1.84,8.44,0.03,2.53,both,both,-5.479608254097394
-0.08142969233419028,2022-06,-8.4,2.07,-6.0,0.06,1.09,both,both,-8.20296923341903
0.18863342743127198,2022-07,9.57,2.84,-4.15,0.08,-4.36,both,both,18.7833427431272
-0.031207875053181455,2022-08,-3.77,1.41,0.18,0.19,1.98,both,both,-3.3107875053181455
-0.12097686220289305,2022-09,-9.34,-0.76,0.03,0.19,3.71,both,both,-12.287686220289304
0.10955111214784452,2022-10,7.85,0.01,7.97,0.23,3.91,both,both,10.725111214784452
-0.03302736930539352,2022-11,4.65,-3.57,1.48,0.29,-1.72,both,both,-3.5927369305393517
-0.1222725981430679,2022-12,-6.38,-0.76,1.34,0.33,4.97,both,both,-12.557259814306791
0.11052105199293338,2023-01,6.61,5.01,-3.94,0.35,-16.21,both,both,10.702105199293339
0.023183190611262727,2023-02,-2.57,1.05,-0.8,0.34,0.54,both,both,1.9783190611262726
0.11864830778328339,2023-03,2.48,-5.48,-9.05,0.36,-2.35,both,both,11.50483077832834
0.028987327904036908,2023-04,0.62,-3.37,-0.12,0.35,1.75,both,both,2.5487327904036907
0.046058357308506714,2023-05,0.34,1.6,-7.79,0.36,-0.86,both,both,4.245835730850671
0.09432999733930547,2023-06,6.46,1.49,-0.13,0.4,-2.72,both,both,9.032999733930547
0.012785543512630726,2023-07,3.21,2.14,4.02,0.45,-3.97,both,both,0.8285543512630726
-0.04238379383503443,2023-08,-2.36,-3.04,-1.29,0.45,3.75,both,both,-4.6883793835034435
-0.08867835902731791,2023-09,-5.23,-2.47,1.47,0.43,0.3,both,both,-9.29783590273179
-0.002569801323690446,2023-10,-3.15,-3.86,0.21,0.47,1.69,both,both,-0.7269801323690446
0.11378015809246667,2023-11,8.88,-0.14,1.78,0.44,2.53,both,both,10.938015809246666
0.01358248943414897,2023-12,4.85,6.28,4.94,0.43,-5.55,both,both,0.928248943414897
-0.04222733426517111,2024-01,0.73,-5.05,-2.36,0.47,5.22,both,both,-4.692733426517111
-0.018542918890420812,2024-02,5.07,-0.22,-3.47,0.42,4.93,both,both,-2.274291889042081
-0.05128643045976744,2024-03,2.84,-2.48,4.14,0.43,-0.31,both,both,-5.558643045976744
-0.006706326908676119,2024-04,-4.65,-2.37,-0.5,0.47,-0.45,both,both,-1.1406326908676119
0.13022243254321197,2024-05,4.33,0.56,-1.35,0.44,-0.22,both,both,12.582243254321197
0.09555239917336311,2024-06,2.8,-3.02,-3.31,0.41,0.86,both,both,9.145239917336312
0.05441089898695228,2024-07,1.22,6.79,5.6,0.45,-2.35,both,both,4.991089898695228
0.03235346666165828,2024-08,1.6,-3.5,-1.1,0.48,4.86,both,both,2.755346666165828
0.017467349459367787,2024-09,1.72,-0.12,-2.77,0.4,-0.56,both,both,1.3467349459367788
-0.030429248668191744,2024-10,-1.0,-0.96,0.89,0.39,2.94,both,both,-3.4329248668191745
0.051706901337515765,2024-11,6.49,4.54,0.29,0.4,1.01,both,both,4.770690133751576
0.055155265806685616,2024-12,-3.17,-2.7,-2.98,0.37,-0.4,both,both,5.1455265806685615
-0.057583163798182624,2025-01,2.8,-1.95,1.66,0.37,0.99,both,both,-6.128316379818263
0.02587233415675949,2025-02,-2.44,-5.78,4.88,0.33,-0.85,both,both,2.257233415675949
-0.08150014949966133,2025-03,-6.39,-2.74,2.94,0.34,-2.7,both,both,-8.490014949966133
-0.04335288516391511,2025-04,-0.84,-0.54,-3.36,0.35,5.02,both,both,-4.685288516391511
-0.05358413836972298,2025-05,6.06,0.67,-2.96,0.38,2.17,both,both,-5.738413836972298
0.021508528939144567,2025-06,4.86,0.8,-1.66,0.34,-2.73,both,both,1.8108528939144566
0.01169777571499142,2025-07,1.98,0.3,-1.32,0.34,-0.95,both,both,0.829777571499142
0.11963883684740928,2025-08,1.84,3.8,4.46,0.38,-3.6,both,both,11.583883684740927
0.0968812192629327,2025-09,3.39,-1.9,-0.94,0.33,4.63,both,both,9.35812192629327
0.06181508747860254,2025-10,1.96,-0.82,-2.8,0.37,0.33,both,both,5.811508747860254
0.03236429041178379,2025-11,-0.13,0.54,3.57,0.3,-1.79,both,both,2.9364290411783793
-0.025067288626873463,2025-12,-0.36,-1.03,2.36,0.34,-2.33,both,both,-2.846728862687346
-0.045537972790174464,2026-01,1.03,2.12,3.85,0.3,4.99,both,both,-4.853797279017447
0.019065677185734042,2026-02,-1.17,0.24,2.64,0.28,1.26,both,both,1.6265677185734042
-0.039329287398935486,2026-03,-5.18,0.44,3.35,0.29,1.54,both,both,-4.222928739893549
